name,description,stars,language,forks,url,created_at,updated_at,open_issues,default_branch,contributors_count,commits_count,topics,watchers,size,has_wiki,has_projects,has_issues,has_pages,releases_count,language_detected
hbang/Alderis,"A fresh new color picker, with a gentle, fun, and dead simple user interface.",240,Swift,41,https://github.com/hbang/Alderis,2020-03-17 14:48:56+00:00,2024-10-06 01:58:59+00:00,7,main,5,102,"['ios', 'color-picker', 'swift']",240,19340,True,True,True,True,7,en
CSSE120StartingCode/TkinterPractice,Practicing with Tkinter for Graphical User Interfaces in Python,231,Python,286,https://github.com/CSSE120StartingCode/TkinterPractice,2017-10-13 03:11:45+00:00,2024-09-26 03:27:48+00:00,13,master,1,12,[],231,128,True,True,True,False,0,en
cldrn/rainmap-lite,Rainmap Lite - Responsive web based interface that allows users to launch Nmap scans from their mobiles/tablets/web browsers!,231,Python,67,https://github.com/cldrn/rainmap-lite,2016-04-18 20:29:36+00:00,2024-09-29 05:47:37+00:00,4,master,3,63,[],231,4993,True,True,True,False,1,en
openhab/org.openhab.ui.habmin,HABmin - a graphical user interface for openHAB 2,230,JavaScript,91,https://github.com/openhab/org.openhab.ui.habmin,2014-12-13 14:44:08+00:00,2024-10-09 13:59:39+00:00,63,master,6,35,[],230,248934,True,True,True,False,0,en
justinjohn0306/VQGAN-CLIP,VQGAN+CLIP Colab Notebook with user-friendly interface.,230,Jupyter Notebook,36,https://github.com/justinjohn0306/VQGAN-CLIP,2021-07-12 06:12:41+00:00,2024-09-26 19:57:05+00:00,10,main,1,130,[],230,227,True,True,True,False,0,en
Hashirama/OFDL,Onlyfans content downloader with graphical user interface,228,Python,39,https://github.com/Hashirama/OFDL,2020-02-18 15:21:52+00:00,2024-10-12 16:59:38+00:00,6,master,1,51,"['media', 'python', 'onlyfans', 'pyqt5']",228,987,True,True,True,False,13,en
GIfatahTH/animator,A Flutter library that makes animation easer. It allows for separation of animation setup from the User Interface.,227,Dart,29,https://github.com/GIfatahTH/animator,2019-03-13 22:48:22+00:00,2024-01-09 09:55:18+00:00,4,master,3,94,[],227,390,True,True,True,False,0,en
DivadNojnarg/outstanding-shiny-ui,Outstanding User Interfaces with Shiny CRC Press book online version,224,TeX,58,https://github.com/DivadNojnarg/outstanding-shiny-ui,2018-12-30 16:51:47+00:00,2024-09-20 05:37:20+00:00,25,master,15,891,"['shiny', 'css', 'sass', 'javascript', 'webpack', 'esbuild', 'html', 'optim']",224,119688,True,True,True,True,1,en
wfp/designsystem,World Food Programme User Interface Kit. Developer kit for implementing WFP web style guideline.,222,JavaScript,103,https://github.com/wfp/designsystem,2015-05-27 09:32:03+00:00,2024-10-09 16:16:25+00:00,34,master,16,2370,"['js', 'reactjs', 'unitednations', 'worldfoodprogramme']",222,68855,True,True,True,False,28,en
neithern/g4music,"A light weight music player written in GTK4, with a fluent adaptive user interface.",213,Vala,17,https://github.com/neithern/g4music,2022-06-06 11:02:21+00:00,2024-10-11 16:28:54+00:00,31,master,42,1412,"['audio-player', 'gtk4', 'music-player']",213,12875,True,True,True,False,0,en
sauzy34/react-native-multi-selectbox,Platform independent (Android / iOS) Selectbox | Picker | Multi-select | Multi-picker. The idea is to bring out the common user interface & user experience on both platforms.,212,JavaScript,32,https://github.com/sauzy34/react-native-multi-selectbox,2019-07-30 08:48:49+00:00,2024-07-20 18:28:03+00:00,47,master,3,52,"['react-native-select', 'react-native-component', 'react-native', 'react', 'selectbox', 'dropdown', 'picker', 'expo', 'expo-picker', 'expo-select', 'expo-selectbox', 'expo-multi-select', 'react-native-multiselect', 'multi-select', 'expo-dropdown']",212,2535,True,True,True,False,6,en
itchief/ui-components,web components for creating user interface,211,HTML,352,https://github.com/itchief/ui-components,2018-07-01 04:46:59+00:00,2024-10-09 11:10:58+00:00,2,master,3,246,[],211,1682,True,True,True,False,0,en
oyvindberg/tui-scala,Beautiful Text-based User Interfaces for Scala,208,Scala,11,https://github.com/oyvindberg/tui-scala,2022-12-04 22:44:22+00:00,2024-09-18 22:47:01+00:00,15,master,4,85,"['scala', 'tui', 'cross-platform', 'terminal']",208,475,True,True,True,False,7,en
ahdinosaur/inu,:dog2:  composable unidirectional user interfaces using pull streams,207,JavaScript,12,https://github.com/ahdinosaur/inu,2016-05-11 04:25:49+00:00,2024-08-30 11:30:53+00:00,4,master,4,90,[],207,135,True,True,True,True,0,en
