project_name,Frequência,Descrição,is_ui
hygen,4,,False
react-fast-marquee,4,,False
scroll-into-view-if-needed,4,,False
@dnd-kit/core,4,,False
@dnd-kit/modifiers,4,,False
@dnd-kit/sortable,4,,False
@dnd-kit/utilities,4,,False
@types/tar,4,,False
adm-zip,4,,False
immer,4,,False
is-ci,4,,False
jest-axe,4,,False
jest-puppeteer,4,,False
open,4,,False
pixelmatch,4,,False
qs,4,,False
react-copy-to-clipboard,4,,False
tar,4,,False
jest-transform-stub,4,,False
remark-parse,4,,False
unified,4,,False
stylelint-prettier,4,,False
@web/dev-server-esbuild,4,,False
@web/test-runner-playwright,4,,False
@intlify/unplugin-vue-i18n,4,,False
@radix-ui/react-alert-dialog,4,,False
lodash.template,4,,False
octokit,4,,False
@types/lodash.debounce,4,,False
d3,4,,False
chroma-js,4,,False
gatsby,4,,False
immutability-helper,4,,False
@types/classnames,4,,False
parcel-bundler,4,,False
angular-cli-ghpages,4,,False
archiver,4,,False
shallowequal,4,,False
eslint-plugin-tsdoc,4,,False
eslint-plugin-eslint-comments,4,,False
eslint-plugin-playwright,4,,False
jscodeshift,4,,False
xml2js,4,,False
@babel/generator,4,,False
bluebird,4,,False
postcss-pxtorem,4,,False
rollup-plugin-css-only,4,,False
rollup-plugin-filesize,4,,False
rollup-plugin-node-builtins,4,,False
stylus,4,,False
bumpp,4,,False
fast-deep-equal,4,,False
@radix-ui/react-checkbox,4,,False
vue-markdown-loader,4,,False
@angular-builders/custom-webpack,4,,False
clean-css-cli,4,,False
@sveltejs/package,4,,False
@sveltejs/vite-plugin-svelte,4,,False
eslint-plugin-svelte,4,,False
embla-carousel-react,4,,False
@types/babel__core,4,,False
@types/mdx,4,,False
next-mdx-remote,4,,False
tsconfig-paths-webpack-plugin,4,,False
@storybook/addon-viewport,4,,False
del-cli,4,,False
@commitlint/cz-commitlint,4,,False
solid-js,4,,False
auto-changelog,4,,False
rollup-plugin-sourcemaps,4,,False
eslint-plugin-svelte3,4,,False
react-wrap-balancer,4,,False
flatpickr,4,,False
@loadable/component,4,,False
json5,4,,False
@types/react-color,4,,False
monaco-editor-webpack-plugin,4,,False
es6-promise,4,,False
lodash.kebabcase,4,,False
esbuild-sass-plugin,4,,False
vue-prism-editor,4,,False
chokidar-cli,4,,False
common-tags,4,,False
cypress-axe,4,,False
@stylistic/eslint-plugin,4,,False
create-react-class,4,,False
react-lifecycles-compat,4,,False
request,4,,False
gulp-htmlmin,4,,False
run-sequence,4,,False
aws-sdk,4,,False
mime,4,,False
danger,4,,False
expo-constants,4,,False
expo-localization,4,,False
expo-splash-screen,4,,False
i18n-js,4,,False
@types/i18n-js,4,,False
awesome-typescript-loader,4,,False
@types/inquirer,4,,False
stylelint-config-prettier-scss,4,,False
leaflet,4,,False
standard,4,,False
@semantic-release/npm,4,,False
gzip-size,4,,False
@types/js-yaml,4,,False
@types/validator,4,,False
eslint-plugin-unicorn,4,,False
validator,4,,False
underscore,4,,False
bundlesize,4,,False
nps,4,,False
electron-debug,4,,False
@headlessui/react,4,,False
@prisma/client,4,,False
@sentry/react,4,,False
d3-selection,4,,False
graphql,4,,False
@types/d3-shape,4,,False
prettier-eslint,4,,False
@vue/server-renderer,4,,False
postcss-nesting,4,,False
unplugin-auto-import,4,,False
openai,4,,False
add,4,,False
lodash.omit,4,,False
promise,4,,False
redux-form,4,,False
@nx/eslint-plugin,4,,False
@nx/js,4,,False
conventional-changelog,4,,False
jspdf,4,,False
@nx/jest,4,,False
vite-svg-loader,4,,False
@vue/cli-plugin-router,4,,False
express-rate-limit,4,,False
grunt-contrib-concat,4,,False
@use-gesture/react,4,,False
eslint-plugin-mdx,4,,False
ws,4,,False
lottie-react-native,4,,False
react-native-fs,4,,False
redux-devtools-extension,4,,False
url-parse,4,,False
events,4,,False
msw,4,,False
caniuse-lite,4,,False
react-spring,4,,False
tsdx,4,,False
gulp-debug,4,,False
immutable,4,,False
chromedriver,4,,False
expect,4,,False
@react-native/babel-preset,4,,False
npm-run-all2,4,,False
react-native-fast-image,4,,False
react-native-ui-lib,4,,False
istanbul,4,,False
react-navigation-stack,4,,False
grunt-cli,4,,False
grunt-contrib-clean,4,,False
grunt-contrib-copy,4,,False
load-grunt-tasks,4,,False
picocolors,4,,False
react-native-iphone-x-helper,4,,False
@react-native/eslint-config,4,,False
babel-plugin-transform-remove-console,4,,False
@react-navigation/core,4,,False
@types/react-native-vector-icons,4,,False
lodash.get,4,,False
expo-updates,4,,False
eslint-plugin-react-native-globals,4,,False
jest-styled-components,4,,False
cropperjs,4,,False
@vue/tsconfig,4,,False
strip-ansi,4,,False
tree-kill,4,,False
@fortawesome/free-regular-svg-icons,4,,False
react-native-maps,4,,False
source-map-support,4,,False
tsd,4,,False
@storybook/addon-themes,4,,False
react-use,4,,False
react-window,4,,False
dedent,4,,False
bootstrap-datepicker,4,,False
electron-log,4,,False
nanoid,4,,False
slate,4,,False
@tsconfig/node18,4,,False
@nx/workspace,4,,False
zx,4,,False
@types/prompts,4,,False
@types/shelljs,4,,False
p-queue,4,,False
pg,4,,False
socket.io,4,,False
jiti,4,,False
pathe,4,,False
unbuild,4,,False
@tiptap/pm,4,,False
@tiptap/starter-kit,4,,False
@tiptap/vue-3,4,,False
vite-plugin-pwa,4,,False
bulma,4,,False
@next/third-parties,4,,False
knip,4,,False
@babel/plugin-proposal-private-methods,4,,False
c8,4,,False
vue-hot-reload-api,4,,False
@types/yargs,4,,False
@types/lodash.isequal,4,,False
@types/use-sync-external-store,4,,False
@types/react-is,4,,False
react-apexcharts,4,,False
@tanstack/react-table,4,,False
browserslist,4,,False
storybook-dark-mode,4,,False
next-auth,4,,False
laravel/pint,3,,False
nunomaduro/collision,3,,False
orchestra/testbench,3,,False
pestphp/pest-plugin-laravel,3,,False
mockery/mockery,3,,False
ext-zip,3,,False
laravel/framework,3,,False
ext-json,3,,False
rc-virtual-list,3,,False
storybook-addon-performance,3,,False
@ant-design/colors,3,,False
throttle-debounce,3,,False
@emotion/css,3,,False
@eslint-react/eslint-plugin,3,,False
@size-limit/file,3,,False
@types/adm-zip,3,,False
@types/minimist,3,,False
@types/nprogress,3,,False
@types/react-copy-to-clipboard,3,,False
antd-style,3,,False
cross-fetch,3,,False
dumi,3,,False
fetch-jsonp,3,,False
react-highlight-words,3,,False
react-infinite-scroll-component,3,,False
react-resizable,3,,False
tar-fs,3,,False
xhr-mock,3,,False
gulp-cssnano,3,,False
@arethetypeswrong/cli,3,,False
@babel/plugin-transform-object-assign,3,,False
@types/markdown-it,3,,False
@vue/vue3-jest,3,,False
babel-plugin-transform-require-context,3,,False
esbuild-loader,3,,False
js-base64,3,,False
less-vars-to-js,3,,False
merge2,3,,False
progress,3,,False
selenium-server,3,,False
slash,3,,False
@types/babel__traverse,3,,False
babel-plugin-transform-object-assign,3,,False
resolve,3,,False
eslint-plugin-lit,3,,False
front-matter,3,,False
get-port,3,,False
pascal-case,3,,False
@types/rimraf,3,,False
react-native-testing-library,3,,False
@radix-ui/react-collapsible,3,,False
@t3-oss/env-nextjs,3,,False
geist,3,,False
react-tweet,3,,False
rehype-slug,3,,False
@angular/service-worker,3,,False
@types/less,3,,False
@typescript-eslint/utils,3,,False
karma-junit-reporter,3,,False
less-plugin-clean-css,3,,False
sitemap,3,,False
yaml-front-matter,3,,False
camelcase,3,,False
fast-xml-parser,3,,False
gatsby-plugin-react-helmet,3,,False
gatsby-source-filesystem,3,,False
react-virtualized,3,,False
@cypress/code-coverage,3,,False
@storybook/addon-knobs,3,,False
@storybook/addon-toolbars,3,,False
@storybook/cli,3,,False
@svgr/webpack,3,,False
@types/webpack,3,,False
null-loader,3,,False
body-scroll-lock,3,,False
typeface-roboto,3,,False
karma-browserstack-launcher,3,,False
gulp-open,3,,False
vinyl-buffer,3,,False
vinyl-source-stream,3,,False
blueimp-md5,3,,False
react-docgen,3,,False
@lit/localize-tools,3,,False
node-watch,3,,False
fuzzysearch,3,,False
tippy.js,3,,False
vercel-submodules,3,,False
syncpack,3,,False
babel-plugin-syntax-dynamic-import,3,,False
happypack,3,,False
postcss-load-config,3,,False
rollup-plugin-json,3,,False
stylus-loader,3,,False
svg-sprite-loader,3,,False
pnpm,3,,False
dompurify,3,,False
@types/dompurify,3,,False
@radix-ui/react-aspect-ratio,3,,False
babel-plugin-transform-react-jsx,3,,False
onchange,3,,False
transliteration,3,,False
@ngx-translate/http-loader,3,,False
lefthook,3,,False
@web/dev-server-import-maps,3,,False
@web/test-runner-puppeteer,3,,False
rollup-plugin-license,3,,False
vite-plugin-solid,3,,False
ngx-infinite-scroll,3,,False
babel-plugin-prismjs,3,,False
@material-ui/lab,3,,False
gatsby-plugin-manifest,3,,False
hasha,3,,False
vue-clipboard3,3,,False
@rushstack/eslint-patch,3,,False
lodash.pick,3,,False
swiper,3,,False
@rollup/plugin-strip,3,,False
expect-type,3,,False
ts-patch,3,,False
@angular/material,3,,False
@nrwl/nx-cloud,3,,False
@nrwl/workspace,3,,False
@vitest/coverage-istanbul,3,,False
mermaid,3,,False
vitepress,3,,False
@babel/plugin-proposal-pipeline-operator,3,,False
@babel/plugin-proposal-throw-expressions,3,,False
fork-ts-checker-webpack-plugin,3,,False
chartist,3,,False
perfect-scrollbar,3,,False
gulp-notify,3,,False
react-ga,3,,False
expo-blur,3,,False
@angular/http,3,,False
install,3,,False
istanbul-instrumenter-loader,3,,False
karma-cli,3,,False
gulp-imagemin,3,,False
gulp-npm-dist,3,,False
gulp-terser,3,,False
isparta,3,,False
vuepress,3,,False
react-google-recaptcha,3,,False
@semantic-release/commit-analyzer,3,,False
@semantic-release/github,3,,False
@prettier/plugin-xml,3,,False
webpack-manifest-plugin,3,,False
gulp-changed,3,,False
gulp-zip,3,,False
stylelint-config-sass-guidelines,3,,False
luxon,3,,False
@11ty/eleventy-plugin-syntaxhighlight,3,,False
eslint-config-standard-with-typescript,3,,False
rollup-plugin-eslint,3,,False
got,3,,False
@vitest/eslint-plugin,3,,False
eslint-plugin-sonarjs,3,,False
brace,3,,False
react-ace,3,,False
react-modal,3,,False
react-router-redux,3,,False
@types/chai-as-promised,3,,False
chai-as-promised,3,,False
@sveltejs/adapter-auto,3,,False
@testing-library/svelte,3,,False
axe-playwright,3,,False
eslint-webpack-plugin,3,,False
esm,3,,False
rollup-plugin-size,3,,False
@vue/vue2-jest,3,,False
sweetalert2,3,,False
babel-plugin-minify-dead-code-elimination,3,,False
naive-ui,3,,False
@vue/runtime-core,3,,False
unplugin-element-plus,3,,False
@juggle/resize-observer,3,,False
d3-scale,3,,False
semantic-ui-react,3,,False
@types/d3-scale,3,,False
prettier-eslint-cli,3,,False
@vueuse/components,3,,False
floating-vue,3,,False
rollup-plugin-strip-banner,3,,False
async,3,,False
jsdoc,3,,False
babel-plugin-dev-expression,3,,False
pretty,3,,False
react-select,3,,False
@angular/localize,3,,False
@ng-bootstrap/ng-bootstrap,3,,False
@chromatic-com/storybook,3,,False
@nx/devkit,3,,False
@nx/eslint,3,,False
@nx/plugin,3,,False
@storybook/html,3,,False
jsonc-eslint-parser,3,,False
vitest-axe,3,,False
jimp,3,,False
pdfjs-dist,3,,False
semantic-ui-css,3,,False
postcss-nested,3,,False
babel-preset-react-hmre,3,,False
howler,3,,False
@babel/plugin-transform-async-to-generator,3,,False
@vue/composition-api,3,,False
vuex-router-sync,3,,False
@vue/cli-plugin-vuex,3,,False
date-fns-tz,3,,False
lru-cache,3,,False
@types/ejs,3,,False
bcryptjs,3,,False
serialize-javascript,3,,False
grunt-contrib-uglify,3,,False
postcss-custom-properties,3,,False
@babel/plugin-transform-class-properties,3,,False
babel-plugin-transform-rename-import,3,,False
react-scroll,3,,False
ramda,3,,False
@gorhom/bottom-sheet,3,,False
assert,3,,False
buffer,3,,False
fbjs,3,,False
react-native-get-random-values,3,,False
react-native-haptic-feedback,3,,False
react-native-image-picker,3,,False
react-native-linear-gradient,3,,False
react-native-permissions,3,,False
react-native-webview,3,,False
util,3,,False
stream-browserify,3,,False
@aws-sdk/client-s3,3,,False
@electron/remote,3,,False
winston,3,,False
gulp-connect,3,,False
@emotion/babel-plugin,3,,False
vinyl,3,,False
@mui/styles,3,,False
@evilmartians/lefthook,3,,False
@react-native/metro-config,3,,False
gulp-cli,3,,False
superagent,3,,False
grunt-contrib-connect,3,,False
@clack/prompts,3,,False
@changesets/get-release-plan,3,,False
bun-types,3,,False
expo-module-scripts,3,,False
function-bind,3,,False
react-native-tab-view,3,,False
laravel-mix,3,,False
resolve-url-loader,3,,False
@kanzitelli/if-component,3,,False
@shopify/flash-list,3,,False
mobx-persist-store,3,,False
rn-bounceable,3,,False
@types/lodash.get,3,,False
expo-linking,3,,False
scheduler,3,,False
babel-preset-expo,3,,False
eslint-config-nando,3,,False
@jest/types,3,,False
expo-font,3,,False
react-native-elements,3,,False
babel-preset-react-native-stage-0,3,,False
flow-typed,3,,False
overlayscrollbars,3,,False
native-base,3,,False
pinst,3,,False
gulp-load-plugins,3,,False
react-native-modal,3,,False
eslint-define-config,3,,False
@babel/plugin-transform-arrow-functions,3,,False
react-native-restart,3,,False
babel-plugin-external-helpers,3,,False
@angular-devkit/architect,3,,False
@types/puppeteer,3,,False
babel-plugin-annotate-pure-calls,3,,False
unocss,3,,False
react-player,3,,False
babel-plugin-transform-es2015-modules-commonjs,3,,False
@swc/cli,3,,False
vite-plugin-istanbul,3,,False
babel-plugin-styled-components,3,,False
@tsconfig/svelte,3,,False
js-beautify,3,,False
gulp-append-prepend,3,,False
@types/storybook__react,3,,False
dropzone,3,,False
katex,3,,False
remark-math,3,,False
slate-history,3,,False
slate-react,3,,False
@microsoft/api-extractor,3,,False
drizzle-orm,3,,False
form-data,3,,False
js-md5,3,,False
canvas,3,,False
doctoc,3,,False
@types/lodash.kebabcase,3,,False
typedoc-plugin-markdown,3,,False
fluent-ffmpeg,3,,False
nodemailer,3,,False
sql-formatter,3,,False
@types/archiver,3,,False
@types/morgan,3,,False
@types/nodemailer,3,,False
tmp,3,,False
@types/bcryptjs,3,,False
autoprefixer-loader,3,,False
react-split-pane,3,,False
cpy-cli,3,,False
qrcode,3,,False
rollup-plugin-size-snapshot,3,,False
@types/pg,3,,False
babel-preset-stage-3,3,,False
parcel,3,,False
p-limit,3,,False
rollup-plugin-multi-input,3,,False
testcafe,3,,False
@babel/plugin-transform-spread,3,,False
use-debounce,3,,False
gulp-rtlcss,3,,False
element-resize-detector,3,,False
inline-style-prefixer,3,,False
lodash.clonedeep,3,,False
@babel/standalone,3,,False
phantomjs-prebuilt,3,,False
@vue/cli-plugin-typescript,3,,False
react-beautiful-dnd,3,,False
@manypkg/cli,3,,False
eslint-plugin-perfectionist,3,,False
gulp-flatten,3,,False
jspdf-autotable,3,,False
xlsx,3,,False
@mdi/font,3,,False
jest-emotion,3,,False
mini-svg-data-uri,3,,False
markdownlint-cli,3,,False
firebase-tools,3,,False
@mui/x-date-pickers,3,,False
@tailwindcss/container-queries,3,,False
defu,3,,False
stripe,3,,False
rollup-plugin-styles,3,,False
react-dev-utils,3,,False
ignore-styles,3,,False
passport,3,,False
passport-jwt,3,,False
match-sorter,3,,False
mdast-util-from-markdown,3,,False
million,3,,False
gulp-file-include,3,,False
vuetify,3,,False
rollup-plugin-string,3,,False
@vue/babel-preset-jsx,3,,False
animejs,3,,False
tailwind-variants,3,,False
ofetch,3,,False
aframe,3,,False
app,2,,False
pestphp/pest,2,,False
inertiajs/inertia-laravel,2,,False
tightenco/ziggy,2,,False
guzzlehttp/guzzle,2,,False
laravel/sanctum,2,,False
laravel/tinker,2,,False
psr/container,2,,False
craftcms/cms,2,,False
verbb/base,2,,False
ext-curl,2,,False
ext-openssl,2,,False
ext-soap,2,,False
ext-zlib,2,,False
ext-gd,2,,False
ext-intl,2,,False
psr/log,2,,False
@storybook/preset-scss,2,,False
rucksack-css,2,,False
@ant-design/cssinjs,2,,False
rc-dialog,2,,False
rc-field-form,2,,False
rc-segmented,2,,False
rc-textarea,2,,False
rc-tooltip,2,,False
@ant-design/tools,2,,False
@codesandbox/sandpack-react,2,,False
@inquirer/prompts,2,,False
@types/gtag.js,2,,False
@types/jest-environment-puppeteer,2,,False
@types/pngjs,2,,False
@types/progress,2,,False
@types/qs,2,,False
@types/react-resizable,2,,False
ali-oss,2,,False
circular-dependency-plugin,2,,False
cli-progress,2,,False
jest-environment-node,2,,False
jest-image-snapshot,2,,False
pretty-format,2,,False
react-countup,2,,False
react-sticky-box,2,,False
remark-cli,2,,False
runes2,2,,False
vanilla-jsoneditor,2,,False
gulp-tap,2,,False
postcss-discard-comments,2,,False
@swc-node/register,2,,False
prettier-plugin-organize-imports,2,,False
@ant-design/icons-vue,2,,False
@emotion/hash,2,,False
@simonwep/pickr,2,,False
array-tree-filter,2,,False
dom-scroll-into-view,2,,False
stylis,2,,False
vue-types,2,,False
@vitejs/plugin-legacy,2,,False
@vue/babel-plugin-jsx,2,,False
cz-git,2,,False
diacritics,2,,False
docsearch.js,2,,False
enquire-js,2,,False
json-templater,2,,False
markdown-it-emoji,2,,False
remark-stringify,2,,False
string-replace-loader,2,,False
stylelint-declaration-block-no-ignored-properties,2,,False
babel-types,2,,False
dts-bundle,2,,False
eslint-plugin-mocha,2,,False
fs-readdir-recursive,2,,False
gts,2,,False
karma-sauce-launcher,2,,False
karma-tap,2,,False
recast,2,,False
replace-in-files,2,,False
command-line-args,2,,False
cspell,2,,False
esbuild-plugin-replace,2,,False
eslint-plugin-chai-friendly,2,,False
eslint-plugin-wc,2,,False
npm-check-updates,2,,False
recursive-copy,2,,False
source-map,2,,False
ionicons,2,,False
register-service-worker,2,,False
@storybook/vue3,2,,False
@storybook/vue3-vite,2,,False
doc-prsr,2,,False
gulp-typedoc,2,,False
@radix-ui/react-hover-card,2,,False
canvas-confetti,2,,False
cobe,2,,False
critters,2,,False
posthog-js,2,,False
@types/canvas-confetti,2,,False
@types/unist,2,,False
mdast-util-toc,2,,False
rehype-autolink-headings,2,,False
rehype-pretty-code,2,,False
remark-code-import,2,,False
@ant-design/icons-angular,2,,False
@commitlint/config-angular,2,,False
@types/d3,2,,False
detect-port,2,,False
html-minifier-terser,2,,False
node-prismjs,2,,False
parse5,2,,False
process,2,,False
readline-sync,2,,False
resolve-bin,2,,False
@mdx-js/mdx,2,,False
aos,2,,False
copy-text-to-clipboard,2,,False
css,2,,False
grapheme-splitter,2,,False
react-sortable-hoc,2,,False
unist-util-remove,2,,False
@babel/eslint-plugin,2,,False
@types/svgo,2,,False
crypto,2,,False
cypress-plugin-tab,2,,False
jest-date-mock,2,,False
jest-enzyme,2,,False
normalize-wheel,2,,False
avoriaz,2,,False
babel-preset-es2015-rollup,2,,False
eslint-config-vue,2,,False
jest-serializer-html,2,,False
eslint-plugin-rxjs,2,,False
gulp-install,2,,False
antd-theme-generator,2,,False
babelify,2,,False
number-precision,2,,False
eslint-plugin-react-compiler,2,,False
@axe-core/playwright,2,,False
@netlify/plugin-nextjs,2,,False
@types/jscodeshift,2,,False
@types/ua-parser-js,2,,False
babel-plugin-inline-react-svg,2,,False
netlify-cli,2,,False
typescript-plugin-css-modules,2,,False
@web/dev-server-rollup,2,,False
@types/babel__generator,2,,False
find-packages,2,,False
@types/vue,2,,False
livereload,2,,False
rollup-plugin-alias,2,,False
rollup-plugin-node-globals,2,,False
rollup-plugin-progress,2,,False
rollup-plugin-require-context,2,,False
rollup-plugin-url,2,,False
rollup-pluginutils,2,,False
vconsole,2,,False
vue-server-renderer,2,,False
word-wrap,2,,False
intersection-observer,2,,False
ahooks,2,,False
lucide-static,2,,False
swr,2,,False
@types/react-helmet,2,,False
@vitejs/plugin-react-swc,2,,False
@radix-ui/react-context-menu,2,,False
@radix-ui/react-radio-group,2,,False
vue-meta,2,,False
webfontloader,2,,False
optimist,2,,False
sass-resources-loader,2,,False
markdown-loader,2,,False
@sveltejs/adapter-static,2,,False
vercel,2,,False
embla-carousel,2,,False
input-otp,2,,False
@types/recharts,2,,False
embla-carousel-autoplay,2,,False
phosphor-react,2,,False
@lit/localize,2,,False
@storybook/web-components,2,,False
@webcomponents/webcomponentsjs,2,,False
babel-preset-solid,2,,False
rollup-preset-solid,2,,False
@angular-builders/jest,2,,False
react-native-redash,2,,False
@angular/upgrade,2,,False
jasmine-marbles,2,,False
react-native-progress,2,,False
gatsby-image,2,,False
gatsby-plugin-offline,2,,False
gatsby-plugin-sharp,2,,False
gatsby-transformer-sharp,2,,False
@vitejs/plugin-react-refresh,2,,False
gulp-file,2,,False
schema-utils,2,,False
notistack,2,,False
react-device-detect,2,,False
typed.js,2,,False
vue-count-to,2,,False
@material/material-color-utilities,2,,False
style-inject,2,,False
@babel/plugin-transform-modules-umd,2,,False
vite-plugin-eslint,2,,False
@storybook/source-loader,2,,False
@auto-it/released,2,,False
@open-wc/testing-helpers,2,,False
auto,2,,False
lit-element,2,,False
lit-html,2,,False
ngx-clipboard,2,,False
ngx-highlightjs,2,,False
ngx-markdown,2,,False
@nrwl/cli,2,,False
@nrwl/tao,2,,False
@storybook/storybook-deployer,2,,False
eslint-plugin-prefer-object-spread,2,,False
vite-plugin-node-polyfills,2,,False
echarts-for-react,2,,False
react-lazy-load,2,,False
video.js,2,,False
@babel/plugin-proposal-do-expressions,2,,False
@babel/plugin-proposal-function-sent,2,,False
@babel/plugin-proposal-logical-assignment-operators,2,,False
@babel/plugin-syntax-import-meta,2,,False
react-reconciler,2,,False
webpack-stream,2,,False
daterangepicker,2,,False
flag-icon-css,2,,False
progressbar.js,2,,False
select2,2,,False
simple-line-icons,2,,False
typeahead.js,2,,False
compass-mixins,2,,False
gulp-inject,2,,False
gulp-inject-partials,2,,False
gulp-prettify,2,,False
require-dir,2,,False
semantic-release-monorepo,2,,False
react-jss,2,,False
@react-native-masked-view/masked-view,2,,False
expo-haptics,2,,False
expo-modules-core,2,,False
react-native-keyboard-aware-scroll-view,2,,False
react-native-pager-view,2,,False
libphonenumber-js,2,,False
conventional-github-releaser,2,,False
gulp-bump,2,,False
vanillajs-datepicker,2,,False
gulp-wait,2,,False
@nrwl/eslint-plugin-nx,2,,False
@nrwl/linter,2,,False
postcss-markdown,2,,False
stylelint-config-recess-order,2,,False
table,2,,False
@esm-bundle/chai,2,,False
@web/dev-server,2,,False
@libsql/client,2,,False
react-alice-carousel,2,,False
react-lazy-load-image-component,2,,False
react-paginate,2,,False
react-parallax-tilt,2,,False
@semantic-release/release-notes-generator,2,,False
@types/license-checker,2,,False
license-checker,2,,False
@lwc/eslint-plugin-lwc,2,,False
@sa11y/jest,2,,False
@salesforce/eslint-config-lwc,2,,False
@salesforce/eslint-plugin-aura,2,,False
@salesforce/eslint-plugin-lightning,2,,False
@salesforce/sfdx-lwc-jest,2,,False
prettier-plugin-apex,2,,False
dateformat,2,,False
hash-wasm,2,,False
react-helmet-async,2,,False
slick-carousel,2,,False
gulp-inject-string,2,,False
metalsmith,2,,False
redrun,2,,False
imagesloaded,2,,False
vite-plugin-svgr,2,,False
@types/history,2,,False
netlify-cms,2,,False
symlink-dir,2,,False
concat-stream,2,,False
jest-jasmine2,2,,False
swc-loader,2,,False
electron-context-menu,2,,False
hpagent,2,,False
stream-json,2,,False
undici,2,,False
@types/tar-fs,2,,False
eslint-plugin-redundant-undefined,2,,False
proxy,2,,False
xvfb-maybe,2,,False
eslint-plugin-filenames,2,,False
react-document-title,2,,False
react-app-rewired,2,,False
@react-three/fiber,2,,False
json,2,,False
jest-dom,2,,False
gulp-copy,2,,False
vite-plugin-checker,2,,False
wsrun,2,,False
yarnhook,2,,False
@fortawesome/vue-fontawesome,2,,False
msgpack5,2,,False
vue-progressbar,2,,False
devtron,2,,False
node-loader,2,,False
glob-all,2,,False
global,2,,False
karma-chai,2,,False
echarts-wordcloud,2,,False
element-plus,2,,False
html2canvas,2,,False
mockjs,2,,False
@types/crypto-js,2,,False
@vue/component-compiler-utils,2,,False
array-move,2,,False
@codemirror/state,2,,False
@codemirror/view,2,,False
esbuild-plugin-alias,2,,False
@apollo/client,2,,False
@sentry/integrations,2,,False
react-table,2,,False
redux-observable,2,,False
@babel/plugin-transform-regenerator,2,,False
@types/d3-selection,2,,False
devicons-react,2,,False
@headlessui/vue,2,,False
@heroicons/vue,2,,False
laravel-vite-plugin,2,,False
os,2,,False
vue-select,2,,False
vue-toastification,2,,False
ssh2,2,,False
@types/ssh2,2,,False
nano-staged,2,,False
gulp-closure-compiler,2,,False
gulp-size,2,,False
gulp-watch,2,,False
escodegen,2,,False
esprima,2,,False
estraverse,2,,False
lodash.clone,2,,False
lodash.find,2,,False
lodash.map,2,,False
recursive-readdir,2,,False
content-disposition,2,,False
@types/content-disposition,2,,False
@types/node-fetch,2,,False
flexboxgrid,2,,False
react-toastify,2,,False
validate-commit-msg,2,,False
swagger-ui-dist,2,,False
browser-sync-webpack-plugin,2,,False
workbox-webpack-plugin,2,,False
@storybook/core-events,2,,False
@nx/react,2,,False
@nx/web,2,,False
@storybook/icons,2,,False
conventional-changelog-angular,2,,False
conventional-recommended-bump,2,,False
tocbot,2,,False
pdf2pic,2,,False
@arkweid/lefthook,2,,False
electron-packager,2,,False
@types/lz-string,2,,False
@storybook/core-server,2,,False
@swc/helpers,2,,False
@ngrx/store,2,,False
intl,2,,False
ngx-ui-switch,2,,False
simplebar,2,,False
yamljs,2,,False
dirty-chai,2,,False
electron-build-env,2,,False
mockery,2,,False
spectron,2,,False
eslint-config-base,2,,False
json2csv,2,,False
fast-json-patch,2,,False
isbot,2,,False
jsonschema,2,,False
@ngtools/webpack,2,,False
@typescript-eslint/rule-tester,2,,False
eslint-plugin-deprecation,2,,False
eslint-plugin-jsonc,2,,False
express-static-gzip,2,,False
fuzzaldrin-plus,2,,False
@craco/craco,2,,False
xo,2,,False
fontfaceobserver,2,,False
@lodder/grunt-postcss,2,,False
eslint-config-wikimedia,2,,False
grunt-exec,2,,False
grunt-replace,2,,False
stylelint-config-wikimedia,2,,False
@babel/plugin-transform-block-scoping,2,,False
@babel/plugin-transform-object-rest-spread,2,,False
@jest/globals,2,,False
babel-plugin-tsconfig-paths-module-resolver,2,,False
dts-bundle-generator,2,,False
eslint-config-ts-lambdas,2,,False
remark-mdx,2,,False
rollup-plugin-local-resolve,2,,False
usehooks-ts,2,,False
@capacitor/cli,2,,False
@capacitor/core,2,,False
@formatjs/intl-pluralrules,2,,False
@types/ws,2,,False
react-perfect-scrollbar,2,,False
redux-saga,2,,False
ua-parser-js,2,,False
@react-native-clipboard/clipboard,2,,False
bignumber.js,2,,False
lottie-ios,2,,False
querystring-es3,2,,False
react-native-document-picker,2,,False
react-native-keychain,2,,False
react-native-qrcode-svg,2,,False
react-native-url-polyfill,2,,False
readable-stream,2,,False
rn-qr-generator,2,,False
url,2,,False
@testing-library/jest-native,2,,False
babel-plugin-transform-decorators,2,,False
jest-circus,2,,False
path-browserify,2,,False
react-native-crypto,2,,False
react-native-randombytes,2,,False
rn-nodeify,2,,False
schedule,2,,False
vm-browserify,2,,False
@aws-sdk/s3-request-presigner,2,,False
class-transformer,2,,False
es6-shim,2,,False
ps-tree,2,,False
winston-daily-rotate-file,2,,False
@types/bootstrap,2,,False
react-responsive-carousel,2,,False
gulp-cache,2,,False
gulp-eslint,2,,False
@sentry/nextjs,2,,False
@tanstack/react-query-devtools,2,,False
react-colorful,2,,False
validate-color,2,,False
systemjs,2,,False
postcss-simple-vars,2,,False
react-contextmenu,2,,False
react-responsive,2,,False
react-tooltip,2,,False
xhr,2,,False
vuelidate,2,,False
xterm,2,,False
check-node-version,2,,False
pusher-js,2,,False
@auth0/auth0-spa-js,2,,False
@fontsource/roboto,2,,False
@lingui/core,2,,False
@lingui/react,2,,False
sanitize-html,2,,False
vue-highlightjs,2,,False
vue-test-utils,2,,False
